lsoa_code,year_month,predicted_burglary,predicted_burglary_norm
E01001685,2025-07,1,0.0625
E01001686,2025-07,2,0.125
E01001687,2025-07,2,0.125
E01001688,2025-07,0,0.0
E01001690,2025-07,0,0.0
E01001692,2025-07,1,0.0625
E01001693,2025-07,0,0.0
E01001694,2025-07,0,0.0
E01001695,2025-07,1,0.0625
E01001696,2025-07,3,0.1875
E01001697,2025-07,0,0.0
E01001698,2025-07,0,0.0
E01001699,2025-07,2,0.125
E01001700,2025-07,0,0.0
E01001701,2025-07,0,0.0
E01001702,2025-07,0,0.0
E01001703,2025-07,3,0.1875
E01001704,2025-07,1,0.0625
E01001705,2025-07,4,0.25
E01001706,2025-07,0,0.0
E01001708,2025-07,1,0.0625
E01001709,2025-07,0,0.0
E01001710,2025-07,2,0.125
E01001711,2025-07,0,0.0
E01001712,2025-07,2,0.125
E01001713,2025-07,0,0.0
E01001714,2025-07,5,0.3125
E01001715,2025-07,3,0.1875
E01001716,2025-07,2,0.125
E01001717,2025-07,0,0.0
E01001718,2025-07,0,0.0
E01001719,2025-07,0,0.0
E01001720,2025-07,0,0.0
E01001722,2025-07,0,0.0
E01001723,2025-07,0,0.0
E01001724,2025-07,1,0.0625
E01001725,2025-07,3,0.1875
E01001726,2025-07,0,0.0
E01001727,2025-07,0,0.0
E01001728,2025-07,4,0.25
E01001729,2025-07,1,0.0625
E01001730,2025-07,3,0.1875
E01001731,2025-07,3,0.1875
E01001732,2025-07,0,0.0
E01001733,2025-07,4,0.25
E01001734,2025-07,4,0.25
E01001735,2025-07,0,0.0
E01001736,2025-07,1,0.0625
E01001737,2025-07,0,0.0
E01001738,2025-07,0,0.0
E01001739,2025-07,1,0.0625
E01001740,2025-07,4,0.25
E01001741,2025-07,0,0.0
E01001742,2025-07,1,0.0625
E01001744,2025-07,1,0.0625
E01001745,2025-07,0,0.0
E01001746,2025-07,1,0.0625
E01001747,2025-07,0,0.0
E01001748,2025-07,0,0.0
E01001749,2025-07,2,0.125
E01001750,2025-07,1,0.0625
E01001751,2025-07,5,0.3125
E01001752,2025-07,0,0.0
E01001753,2025-07,0,0.0
E01001754,2025-07,0,0.0
E01001755,2025-07,1,0.0625
E01001756,2025-07,1,0.0625
E01001757,2025-07,1,0.0625
E01001758,2025-07,2,0.125
E01001759,2025-07,3,0.1875
E01001760,2025-07,2,0.125
E01001761,2025-07,1,0.0625
E01001762,2025-07,2,0.125
E01001763,2025-07,4,0.25
E01001764,2025-07,2,0.125
E01001765,2025-07,1,0.0625
E01001767,2025-07,1,0.0625
E01001768,2025-07,1,0.0625
E01001769,2025-07,0,0.0
E01001770,2025-07,5,0.3125
E01001772,2025-07,0,0.0
E01001773,2025-07,0,0.0
E01001774,2025-07,2,0.125
E01001775,2025-07,0,0.0
E01001776,2025-07,1,0.0625
E01001777,2025-07,3,0.1875
E01001779,2025-07,0,0.0
E01001780,2025-07,2,0.125
E01001781,2025-07,3,0.1875
E01001782,2025-07,0,0.0
E01001783,2025-07,1,0.0625
E01001784,2025-07,3,0.1875
E01001785,2025-07,0,0.0
E01001786,2025-07,3,0.1875
E01001787,2025-07,1,0.0625
E01001788,2025-07,0,0.0
E01001789,2025-07,1,0.0625
E01001790,2025-07,0,0.0
E01001791,2025-07,3,0.1875
E01001792,2025-07,1,0.0625
E01001793,2025-07,4,0.25
E01001794,2025-07,0,0.0
E01001795,2025-07,1,0.0625
E01001796,2025-07,0,0.0
E01001798,2025-07,1,0.0625
E01001799,2025-07,5,0.3125
E01001800,2025-07,3,0.1875
E01001801,2025-07,0,0.0
E01001802,2025-07,1,0.0625
E01001803,2025-07,3,0.1875
E01001804,2025-07,0,0.0
E01001805,2025-07,0,0.0
E01001806,2025-07,1,0.0625
E01001807,2025-07,0,0.0
E01001808,2025-07,1,0.0625
E01001809,2025-07,0,0.0
E01001811,2025-07,3,0.1875
E01001812,2025-07,4,0.25
E01001813,2025-07,3,0.1875
