lsoa_code,year_month,predicted_burglary,predicted_burglary_norm
E01015171,2025-07,0,0.0
E01015180,2025-07,0,0.0
E01015216,2025-07,0,0.0
E01015217,2025-07,0,0.0
E01015220,2025-07,0,0.0
E01015228,2025-07,0,0.0
E01015230,2025-07,0,0.0
E01015231,2025-07,0,0.0
E01015232,2025-07,0,0.0
E01015234,2025-07,0,0.0
E01015240,2025-07,0,0.0
E01015241,2025-07,0,0.0
E01015245,2025-07,0,0.0
E01015253,2025-07,0,0.0
E01015256,2025-07,0,0.0
E01015259,2025-07,0,0.0
E01015266,2025-07,0,0.0
E01015268,2025-07,0,0.0
E01015279,2025-07,0,0.0
E01015280,2025-07,0,0.0
E01015282,2025-07,0,0.0
E01015283,2025-07,0,0.0
E01015285,2025-07,0,0.0
E01015287,2025-07,0,0.0
E01015288,2025-07,0,0.0
E01015289,2025-07,0,0.0
E01015291,2025-07,0,0.0
E01015294,2025-07,0,0.0
E01015296,2025-07,0,0.0
E01015306,2025-07,0,0.0
E01015308,2025-07,0,0.0
E01015310,2025-07,0,0.0
E01015312,2025-07,0,0.0
E01015314,2025-07,0,0.0
E01015315,2025-07,0,0.0
E01015325,2025-07,0,0.0
E01015329,2025-07,0,0.0
E01015332,2025-07,0,0.0
E01015339,2025-07,0,0.0
E01015341,2025-07,0,0.0
E01015345,2025-07,0,0.0
E01015349,2025-07,0,0.0
E01015351,2025-07,0,0.0
E01015356,2025-07,0,0.0
E01015367,2025-07,0,0.0
E01015368,2025-07,0,0.0
E01015374,2025-07,0,0.0
E01015376,2025-07,0,0.0
E01015377,2025-07,0,0.0
E01015379,2025-07,0,0.0
E01015388,2025-07,0,0.0
E01015389,2025-07,0,0.0
E01015390,2025-07,0,0.0
E01015398,2025-07,0,0.0
E01015402,2025-07,0,0.0
E01015406,2025-07,0,0.0
E01015410,2025-07,0,0.0
E01015411,2025-07,0,0.0
E01015413,2025-07,0,0.0
E01015419,2025-07,0,0.0
E01015421,2025-07,0,0.0
E01015427,2025-07,0,0.0
E01015432,2025-07,0,0.0
E01015438,2025-07,0,0.0
E01015441,2025-07,0,0.0
E01015452,2025-07,0,0.0
E01015453,2025-07,0,0.0
E01015457,2025-07,0,0.0
E01015458,2025-07,0,0.0
E01015462,2025-07,0,0.0
E01015477,2025-07,0,0.0
E01015479,2025-07,0,0.0
E01015481,2025-07,0,0.0
E01015486,2025-07,0,0.0
E01015490,2025-07,0,0.0
E01015491,2025-07,0,0.0
E01015497,2025-07,0,0.0
E01015499,2025-07,0,0.0
E01015501,2025-07,0,0.0
E01015516,2025-07,0,0.0
E01015521,2025-07,0,0.0
E01015527,2025-07,0,0.0
E01015530,2025-07,0,0.0
E01015534,2025-07,0,0.0
E01015539,2025-07,0,0.0
E01015544,2025-07,0,0.0
E01015545,2025-07,0,0.0
E01015547,2025-07,0,0.0
E01015548,2025-07,0,0.0
E01015554,2025-07,0,0.0
E01015556,2025-07,0,0.0
E01015557,2025-07,0,0.0
E01015560,2025-07,0,0.0
E01015562,2025-07,0,0.0
E01015573,2025-07,0,0.0
E01015580,2025-07,0,0.0
E01015581,2025-07,0,0.0
E01015582,2025-07,0,0.0
E01015592,2025-07,0,0.0
E01015593,2025-07,0,0.0
E01015594,2025-07,0,0.0
E01015595,2025-07,0,0.0
E01015597,2025-07,0,0.0
E01015598,2025-07,0,0.0
E01015599,2025-07,0,0.0
E01015600,2025-07,0,0.0
E01015601,2025-07,0,0.0
E01015603,2025-07,0,0.0
E01015605,2025-07,0,0.0
E01015609,2025-07,0,0.0
E01015610,2025-07,0,0.0
E01015613,2025-07,0,0.0
E01015614,2025-07,0,0.0
E01015615,2025-07,0,0.0
E01015618,2025-07,0,0.0
E01015621,2025-07,0,0.0
E01015622,2025-07,0,0.0
E01015623,2025-07,0,0.0
E01015624,2025-07,0,0.0
E01015631,2025-07,0,0.0
E01015632,2025-07,0,0.0
E01015633,2025-07,0,0.0
E01015636,2025-07,0,0.0
E01015638,2025-07,0,0.0
E01015639,2025-07,0,0.0
E01015644,2025-07,0,0.0
E01015647,2025-07,0,0.0
E01015651,2025-07,0,0.0
E01015652,2025-07,0,0.0
E01015653,2025-07,0,0.0
E01015655,2025-07,0,0.0
E01015659,2025-07,0,0.0
E01015661,2025-07,0,0.0
E01015663,2025-07,0,0.0
E01015664,2025-07,0,0.0
E01015669,2025-07,0,0.0
E01015673,2025-07,0,0.0
E01015675,2025-07,0,0.0
E01015683,2025-07,0,0.0
E01015688,2025-07,0,0.0
E01015689,2025-07,0,0.0
E01015691,2025-07,0,0.0
E01015692,2025-07,0,0.0
E01015693,2025-07,0,0.0
E01015694,2025-07,0,0.0
E01015695,2025-07,0,0.0
E01015696,2025-07,0,0.0
E01015697,2025-07,0,0.0
E01015698,2025-07,0,0.0
E01015699,2025-07,0,0.0
E01015700,2025-07,0,0.0
E01015701,2025-07,0,0.0
E01015702,2025-07,0,0.0
E01015703,2025-07,0,0.0
E01015704,2025-07,0,0.0
E01015705,2025-07,0,0.0
E01015706,2025-07,0,0.0
E01015710,2025-07,0,0.0
E01015711,2025-07,0,0.0
E01015712,2025-07,0,0.0
E01015713,2025-07,0,0.0
E01015714,2025-07,0,0.0
E01015716,2025-07,0,0.0
E01015717,2025-07,0,0.0
E01015718,2025-07,0,0.0
E01015719,2025-07,0,0.0
E01015720,2025-07,0,0.0
E01015721,2025-07,0,0.0
E01015722,2025-07,0,0.0
E01015723,2025-07,0,0.0
E01015725,2025-07,0,0.0
E01015726,2025-07,0,0.0
E01015727,2025-07,0,0.0
E01015728,2025-07,0,0.0
E01015729,2025-07,0,0.0
E01015730,2025-07,0,0.0
E01015731,2025-07,0,0.0
E01015732,2025-07,0,0.0
E01015733,2025-07,0,0.0
E01015734,2025-07,0,0.0
E01015735,2025-07,0,0.0
E01015736,2025-07,0,0.0
E01015738,2025-07,0,0.0
E01015739,2025-07,0,0.0
E01015740,2025-07,0,0.0
E01015741,2025-07,0,0.0
E01015742,2025-07,0,0.0
E01015743,2025-07,0,0.0
E01015744,2025-07,0,0.0
E01015745,2025-07,0,0.0
E01015746,2025-07,0,0.0
E01015747,2025-07,0,0.0
E01015748,2025-07,0,0.0
E01015749,2025-07,0,0.0
E01015750,2025-07,0,0.0
E01015751,2025-07,0,0.0
E01015752,2025-07,0,0.0
E01015753,2025-07,0,0.0
E01015754,2025-07,0,0.0
E01015755,2025-07,0,0.0
E01015756,2025-07,0,0.0
E01015757,2025-07,0,0.0
E01015758,2025-07,0,0.0
E01015759,2025-07,0,0.0
E01015761,2025-07,0,0.0
E01015763,2025-07,0,0.0
E01015765,2025-07,0,0.0
E01015766,2025-07,0,0.0
E01015767,2025-07,0,0.0
E01015769,2025-07,0,0.0
E01015771,2025-07,0,0.0
E01015772,2025-07,0,0.0
E01015773,2025-07,0,0.0
E01015774,2025-07,0,0.0
E01015775,2025-07,0,0.0
E01015777,2025-07,0,0.0
E01015778,2025-07,0,0.0
E01015780,2025-07,0,0.0
E01015781,2025-07,0,0.0
E01015782,2025-07,0,0.0
E01015783,2025-07,0,0.0
E01015784,2025-07,0,0.0
E01015785,2025-07,0,0.0
E01015786,2025-07,0,0.0
E01015787,2025-07,0,0.0
E01015789,2025-07,0,0.0
E01015790,2025-07,0,0.0
E01015791,2025-07,0,0.0
E01015792,2025-07,0,0.0
E01015793,2025-07,0,0.0
E01015794,2025-07,0,0.0
E01015795,2025-07,0,0.0
E01015796,2025-07,0,0.0
E01015798,2025-07,0,0.0
E01015802,2025-07,0,0.0
E01015803,2025-07,0,0.0
E01015804,2025-07,0,0.0
E01015805,2025-07,0,0.0
E01015808,2025-07,0,0.0
E01015810,2025-07,0,0.0
E01015811,2025-07,0,0.0
E01015812,2025-07,0,0.0
E01015816,2025-07,0,0.0
E01015819,2025-07,0,0.0
E01015820,2025-07,0,0.0
E01015821,2025-07,0,0.0
E01015822,2025-07,0,0.0
E01015824,2025-07,0,0.0
E01015825,2025-07,0,0.0
E01015827,2025-07,0,0.0
E01015829,2025-07,0,0.0
E01015832,2025-07,0,0.0
E01015834,2025-07,0,0.0
E01015837,2025-07,0,0.0
E01015839,2025-07,0,0.0
E01015841,2025-07,0,0.0
E01015842,2025-07,0,0.0
E01015843,2025-07,0,0.0
E01015844,2025-07,0,0.0
E01015845,2025-07,0,0.0
E01015846,2025-07,0,0.0
E01015847,2025-07,0,0.0
E01015849,2025-07,0,0.0
E01015851,2025-07,0,0.0
E01015852,2025-07,0,0.0
E01015853,2025-07,0,0.0
E01015854,2025-07,0,0.0
E01015855,2025-07,0,0.0
E01015856,2025-07,0,0.0
E01015857,2025-07,0,0.0
E01015858,2025-07,0,0.0
E01015859,2025-07,0,0.0
E01015860,2025-07,0,0.0
E01015861,2025-07,0,0.0
E01015862,2025-07,0,0.0
E01015865,2025-07,0,0.0
E01015866,2025-07,0,0.0
E01015867,2025-07,0,0.0
E01015868,2025-07,0,0.0
E01015871,2025-07,0,0.0
E01015875,2025-07,0,0.0
E01015876,2025-07,0,0.0
E01015878,2025-07,0,0.0
E01015879,2025-07,0,0.0
E01015882,2025-07,0,0.0
E01015883,2025-07,0,0.0
E01015884,2025-07,0,0.0
E01015889,2025-07,0,0.0
E01015891,2025-07,0,0.0
E01015892,2025-07,0,0.0
E01015894,2025-07,0,0.0
E01015895,2025-07,0,0.0
E01015896,2025-07,0,0.0
E01015897,2025-07,0,0.0
E01015898,2025-07,0,0.0
E01015899,2025-07,0,0.0
E01015900,2025-07,0,0.0
E01015901,2025-07,0,0.0
E01015902,2025-07,0,0.0
E01015904,2025-07,0,0.0
E01015905,2025-07,0,0.0
E01015906,2025-07,0,0.0
E01015908,2025-07,0,0.0
E01015914,2025-07,0,0.0
E01015917,2025-07,0,0.0
E01015921,2025-07,0,0.0
E01015922,2025-07,0,0.0
E01015923,2025-07,0,0.0
E01015924,2025-07,0,0.0
E01015925,2025-07,0,0.0
E01015926,2025-07,0,0.0
E01015927,2025-07,0,0.0
E01015928,2025-07,0,0.0
E01015929,2025-07,0,0.0
E01015930,2025-07,0,0.0
E01015931,2025-07,0,0.0
E01015932,2025-07,0,0.0
E01015933,2025-07,0,0.0
E01015934,2025-07,0,0.0
E01015935,2025-07,0,0.0
E01015936,2025-07,0,0.0
E01015937,2025-07,0,0.0
E01015938,2025-07,0,0.0
E01015939,2025-07,0,0.0
E01015941,2025-07,0,0.0
E01015942,2025-07,0,0.0
E01015944,2025-07,0,0.0
E01015945,2025-07,0,0.0
E01015946,2025-07,0,0.0
E01015948,2025-07,0,0.0
E01015949,2025-07,0,0.0
E01015950,2025-07,0,0.0
E01015951,2025-07,0,0.0
E01015952,2025-07,0,0.0
E01015953,2025-07,0,0.0
E01015954,2025-07,0,0.0
E01015955,2025-07,0,0.0
E01015956,2025-07,0,0.0
E01015957,2025-07,0,0.0
E01015958,2025-07,0,0.0
E01015959,2025-07,0,0.0
E01015960,2025-07,0,0.0
E01015961,2025-07,0,0.0
E01015962,2025-07,0,0.0
E01015965,2025-07,0,0.0
E01015966,2025-07,0,0.0
E01015967,2025-07,0,0.0
E01015968,2025-07,0,0.0
E01015969,2025-07,0,0.0
E01015970,2025-07,0,0.0
E01015971,2025-07,0,0.0
E01015972,2025-07,0,0.0
E01015973,2025-07,0,0.0
E01015974,2025-07,0,0.0
E01015975,2025-07,0,0.0
E01015976,2025-07,0,0.0
E01015978,2025-07,0,0.0
E01015979,2025-07,0,0.0
E01015980,2025-07,0,0.0
E01015982,2025-07,0,0.0
E01015983,2025-07,0,0.0
E01015984,2025-07,0,0.0
E01015985,2025-07,0,0.0
E01015986,2025-07,0,0.0
E01015987,2025-07,0,0.0
E01015989,2025-07,0,0.0
E01015990,2025-07,0,0.0
E01015991,2025-07,0,0.0
E01015992,2025-07,0,0.0
E01015993,2025-07,0,0.0
E01015994,2025-07,0,0.0
E01015995,2025-07,0,0.0
E01015996,2025-07,0,0.0
E01015997,2025-07,0,0.0
E01015998,2025-07,0,0.0
E01016002,2025-07,0,0.0
E01016003,2025-07,0,0.0
E01016004,2025-07,0,0.0
E01016005,2025-07,0,0.0
E01016006,2025-07,0,0.0
E01016007,2025-07,0,0.0
E01016008,2025-07,0,0.0
E01016009,2025-07,0,0.0
E01016010,2025-07,0,0.0
E01016011,2025-07,0,0.0
E01016012,2025-07,0,0.0
E01016013,2025-07,0,0.0
E01016014,2025-07,0,0.0
E01016015,2025-07,0,0.0
E01016016,2025-07,0,0.0
E01016017,2025-07,0,0.0
E01016018,2025-07,0,0.0
E01016019,2025-07,0,0.0
E01016021,2025-07,0,0.0
E01016022,2025-07,0,0.0
E01016023,2025-07,0,0.0
E01016024,2025-07,0,0.0
E01016025,2025-07,0,0.0
E01016026,2025-07,0,0.0
E01016028,2025-07,0,0.0
E01016029,2025-07,0,0.0
E01016030,2025-07,0,0.0
E01016031,2025-07,0,0.0
E01016032,2025-07,0,0.0
E01016033,2025-07,0,0.0
E01016034,2025-07,0,0.0
E01016035,2025-07,0,0.0
E01016036,2025-07,0,0.0
E01016037,2025-07,0,0.0
E01016039,2025-07,0,0.0
E01016040,2025-07,0,0.0
E01016044,2025-07,0,0.0
E01016045,2025-07,0,0.0
E01016046,2025-07,0,0.0
E01016048,2025-07,0,0.0
E01016049,2025-07,0,0.0
E01016050,2025-07,0,0.0
E01016052,2025-07,0,0.0
E01016053,2025-07,0,0.0
E01016055,2025-07,0,0.0
E01016057,2025-07,0,0.0
E01016058,2025-07,0,0.0
E01016059,2025-07,0,0.0
E01016061,2025-07,0,0.0
E01016062,2025-07,0,0.0
E01016063,2025-07,0,0.0
E01016064,2025-07,0,0.0
E01016066,2025-07,0,0.0
E01016067,2025-07,0,0.0
E01016068,2025-07,0,0.0
E01016069,2025-07,0,0.0
E01016070,2025-07,0,0.0
E01016072,2025-07,0,0.0
E01016074,2025-07,0,0.0
E01016075,2025-07,0,0.0
E01016076,2025-07,0,0.0
E01016078,2025-07,0,0.0
E01016079,2025-07,0,0.0
E01016081,2025-07,0,0.0
E01016082,2025-07,0,0.0
E01016085,2025-07,0,0.0
E01016087,2025-07,0,0.0
E01016094,2025-07,0,0.0
E01016096,2025-07,0,0.0
E01016097,2025-07,0,0.0
E01016098,2025-07,0,0.0
E01016099,2025-07,0,0.0
E01016103,2025-07,0,0.0
E01016105,2025-07,0,0.0
E01016110,2025-07,0,0.0
E01016111,2025-07,0,0.0
E01016112,2025-07,0,0.0
E01016113,2025-07,0,0.0
E01016114,2025-07,0,0.0
E01016115,2025-07,0,0.0
E01016116,2025-07,0,0.0
E01016117,2025-07,0,0.0
E01016119,2025-07,0,0.0
E01016120,2025-07,0,0.0
E01016121,2025-07,0,0.0
E01016122,2025-07,0,0.0
E01016123,2025-07,0,0.0
E01016124,2025-07,0,0.0
E01016125,2025-07,0,0.0
E01016126,2025-07,0,0.0
E01016127,2025-07,0,0.0
E01016128,2025-07,0,0.0
E01016129,2025-07,0,0.0
E01016130,2025-07,0,0.0
E01016132,2025-07,0,0.0
E01016133,2025-07,0,0.0
E01016134,2025-07,0,0.0
E01016135,2025-07,0,0.0
E01016136,2025-07,0,0.0
E01016137,2025-07,0,0.0
E01016138,2025-07,0,0.0
E01016139,2025-07,0,0.0
E01016140,2025-07,0,0.0
E01016141,2025-07,0,0.0
E01016142,2025-07,0,0.0
E01016143,2025-07,0,0.0
E01016146,2025-07,0,0.0
E01016147,2025-07,0,0.0
E01016148,2025-07,0,0.0
E01016149,2025-07,0,0.0
E01016150,2025-07,0,0.0
E01016151,2025-07,0,0.0
E01016152,2025-07,0,0.0
E01016153,2025-07,0,0.0
E01016154,2025-07,0,0.0
E01016155,2025-07,0,0.0
E01016156,2025-07,0,0.0
E01016157,2025-07,0,0.0
E01016158,2025-07,0,0.0
E01016159,2025-07,0,0.0
E01016160,2025-07,0,0.0
E01016161,2025-07,0,0.0
E01016162,2025-07,0,0.0
E01016166,2025-07,0,0.0
E01016168,2025-07,0,0.0
E01016169,2025-07,0,0.0
E01016170,2025-07,0,0.0
E01016171,2025-07,0,0.0
E01016172,2025-07,0,0.0
E01016176,2025-07,0,0.0
E01016177,2025-07,0,0.0
E01016179,2025-07,0,0.0
E01016180,2025-07,0,0.0
E01016181,2025-07,0,0.0
E01016182,2025-07,0,0.0
E01016183,2025-07,0,0.0
E01016184,2025-07,0,0.0
E01016185,2025-07,0,0.0
E01016186,2025-07,0,0.0
E01016187,2025-07,0,0.0
E01016190,2025-07,0,0.0
E01016191,2025-07,0,0.0
E01016192,2025-07,0,0.0
E01016196,2025-07,0,0.0
E01016198,2025-07,0,0.0
E01016200,2025-07,0,0.0
E01016201,2025-07,0,0.0
E01016204,2025-07,0,0.0
E01016207,2025-07,0,0.0
E01016209,2025-07,0,0.0
E01016210,2025-07,0,0.0
E01016215,2025-07,0,0.0
E01016217,2025-07,0,0.0
E01016218,2025-07,0,0.0
E01016220,2025-07,0,0.0
E01016224,2025-07,0,0.0
E01016225,2025-07,0,0.0
E01016230,2025-07,0,0.0
E01016233,2025-07,0,0.0
E01016234,2025-07,0,0.0
E01016236,2025-07,0,0.0
E01016238,2025-07,0,0.0
E01016240,2025-07,0,0.0
E01016242,2025-07,0,0.0
E01016246,2025-07,0,0.0
E01016247,2025-07,0,0.0
E01016249,2025-07,0,0.0
E01016250,2025-07,0,0.0
E01016254,2025-07,0,0.0
E01016256,2025-07,0,0.0
E01016259,2025-07,0,0.0
E01016262,2025-07,0,0.0
E01016266,2025-07,0,0.0
E01016277,2025-07,0,0.0
E01016279,2025-07,0,0.0
E01016297,2025-07,0,0.0
E01016301,2025-07,0,0.0
E01016304,2025-07,0,0.0
E01016305,2025-07,0,0.0
E01016308,2025-07,0,0.0
E01016310,2025-07,0,0.0
E01016311,2025-07,0,0.0
E01016315,2025-07,0,0.0
E01016321,2025-07,0,0.0
E01016325,2025-07,0,0.0
E01016331,2025-07,0,0.0
E01016334,2025-07,0,0.0
E01016336,2025-07,0,0.0
E01016337,2025-07,0,0.0
E01016339,2025-07,0,0.0
E01016344,2025-07,0,0.0
E01016345,2025-07,0,0.0
E01016347,2025-07,0,0.0
E01016355,2025-07,0,0.0
E01016356,2025-07,0,0.0
E01016358,2025-07,0,0.0
E01016359,2025-07,0,0.0
E01016360,2025-07,0,0.0
E01016362,2025-07,0,0.0
E01016364,2025-07,0,0.0
E01016366,2025-07,0,0.0
E01016368,2025-07,0,0.0
E01016369,2025-07,0,0.0
E01016370,2025-07,0,0.0
E01016373,2025-07,0,0.0
E01016377,2025-07,0,0.0
E01016378,2025-07,0,0.0
E01016379,2025-07,0,0.0
E01016382,2025-07,0,0.0
E01016385,2025-07,0,0.0
E01016387,2025-07,0,0.0
E01016388,2025-07,0,0.0
E01016389,2025-07,0,0.0
E01016390,2025-07,0,0.0
E01016391,2025-07,0,0.0
E01016392,2025-07,0,0.0
E01016393,2025-07,0,0.0
E01016394,2025-07,0,0.0
E01016395,2025-07,0,0.0
E01016396,2025-07,0,0.0
E01016397,2025-07,0,0.0
E01016399,2025-07,0,0.0
E01016400,2025-07,0,0.0
E01016401,2025-07,0,0.0
E01016402,2025-07,0,0.0
E01016404,2025-07,0,0.0
E01016405,2025-07,0,0.0
E01016406,2025-07,0,0.0
E01016410,2025-07,0,0.0
E01016412,2025-07,0,0.0
E01016413,2025-07,0,0.0
E01016414,2025-07,0,0.0
E01016416,2025-07,0,0.0
E01016417,2025-07,0,0.0
E01016420,2025-07,0,0.0
E01016424,2025-07,0,0.0
E01016425,2025-07,0,0.0
E01016428,2025-07,0,0.0
E01016429,2025-07,0,0.0
E01016431,2025-07,0,0.0
E01016433,2025-07,0,0.0
E01016439,2025-07,0,0.0
E01016441,2025-07,0,0.0
E01016442,2025-07,0,0.0
E01016443,2025-07,0,0.0
E01016444,2025-07,0,0.0
E01016445,2025-07,0,0.0
E01016447,2025-07,0,0.0
E01016448,2025-07,0,0.0
E01016449,2025-07,0,0.0
E01016450,2025-07,0,0.0
E01016451,2025-07,0,0.0
E01016453,2025-07,0,0.0
E01016455,2025-07,0,0.0
E01016456,2025-07,0,0.0
E01016457,2025-07,0,0.0
E01016458,2025-07,0,0.0
E01016459,2025-07,0,0.0
E01016460,2025-07,0,0.0
E01016461,2025-07,0,0.0
E01016462,2025-07,0,0.0
E01016463,2025-07,0,0.0
E01016464,2025-07,0,0.0
E01016465,2025-07,0,0.0
E01016467,2025-07,0,0.0
E01016468,2025-07,0,0.0
E01016469,2025-07,0,0.0
E01016471,2025-07,0,0.0
E01016472,2025-07,0,0.0
E01016473,2025-07,0,0.0
E01016474,2025-07,0,0.0
E01016475,2025-07,0,0.0
E01016476,2025-07,0,0.0
E01016477,2025-07,0,0.0
E01016478,2025-07,0,0.0
E01016479,2025-07,0,0.0
E01016480,2025-07,0,0.0
E01016481,2025-07,0,0.0
E01016482,2025-07,0,0.0
E01016483,2025-07,0,0.0
E01016484,2025-07,0,0.0
E01016485,2025-07,0,0.0
E01016486,2025-07,0,0.0
E01016487,2025-07,0,0.0
E01016488,2025-07,0,0.0
E01016490,2025-07,0,0.0
E01016491,2025-07,0,0.0
E01016492,2025-07,0,0.0
E01016493,2025-07,0,0.0
E01016494,2025-07,0,0.0
E01016495,2025-07,0,0.0
E01016496,2025-07,0,0.0
E01016497,2025-07,0,0.0
E01016498,2025-07,0,0.0
E01016499,2025-07,0,0.0
E01016500,2025-07,0,0.0
E01016501,2025-07,0,0.0
E01016502,2025-07,0,0.0
E01016503,2025-07,0,0.0
E01016504,2025-07,0,0.0
E01016505,2025-07,0,0.0
E01016506,2025-07,0,0.0
E01016507,2025-07,0,0.0
E01016508,2025-07,0,0.0
E01016509,2025-07,0,0.0
E01016510,2025-07,0,0.0
E01016511,2025-07,0,0.0
E01016512,2025-07,0,0.0
E01016513,2025-07,0,0.0
E01016514,2025-07,0,0.0
E01016515,2025-07,0,0.0
E01016516,2025-07,0,0.0
E01016517,2025-07,0,0.0
E01016518,2025-07,0,0.0
E01016519,2025-07,0,0.0
E01016520,2025-07,0,0.0
E01016521,2025-07,0,0.0
E01016523,2025-07,0,0.0
E01016524,2025-07,0,0.0
E01016525,2025-07,0,0.0
E01016528,2025-07,0,0.0
E01016529,2025-07,0,0.0
E01016531,2025-07,0,0.0
E01016533,2025-07,0,0.0
E01016534,2025-07,0,0.0
E01016535,2025-07,0,0.0
E01016536,2025-07,0,0.0
E01016537,2025-07,0,0.0
E01016538,2025-07,0,0.0
E01016540,2025-07,0,0.0
E01016543,2025-07,0,0.0
E01016544,2025-07,0,0.0
E01016545,2025-07,0,0.0
E01016546,2025-07,0,0.0
E01016547,2025-07,0,0.0
E01016548,2025-07,0,0.0
E01016549,2025-07,0,0.0
E01016550,2025-07,0,0.0
E01016551,2025-07,0,0.0
E01016552,2025-07,0,0.0
E01016553,2025-07,0,0.0
E01016554,2025-07,0,0.0
E01016555,2025-07,0,0.0
E01016556,2025-07,0,0.0
E01016558,2025-07,0,0.0
E01016562,2025-07,0,0.0
E01016565,2025-07,0,0.0
E01016566,2025-07,0,0.0
E01016567,2025-07,0,0.0
E01016568,2025-07,0,0.0
E01016569,2025-07,0,0.0
E01016571,2025-07,0,0.0
E01016572,2025-07,0,0.0
E01016573,2025-07,0,0.0
E01016575,2025-07,0,0.0
E01016576,2025-07,0,0.0
E01016577,2025-07,0,0.0
E01016579,2025-07,0,0.0
E01016580,2025-07,0,0.0
E01016582,2025-07,0,0.0
E01016583,2025-07,0,0.0
E01016584,2025-07,0,0.0
E01016585,2025-07,0,0.0
E01016587,2025-07,0,0.0
E01016588,2025-07,0,0.0
E01016589,2025-07,0,0.0
E01016594,2025-07,0,0.0
E01016595,2025-07,0,0.0
E01016596,2025-07,0,0.0
E01016597,2025-07,0,0.0
E01016599,2025-07,0,0.0
E01016602,2025-07,0,0.0
E01016603,2025-07,0,0.0
E01016604,2025-07,0,0.0
E01016605,2025-07,0,0.0
E01016606,2025-07,0,0.0
E01016607,2025-07,0,0.0
E01016608,2025-07,0,0.0
E01016613,2025-07,0,0.0
E01016618,2025-07,0,0.0
E01016619,2025-07,0,0.0
E01016623,2025-07,0,0.0
E01016624,2025-07,0,0.0
E01016626,2025-07,0,0.0
E01016634,2025-07,0,0.0
E01016635,2025-07,0,0.0
E01016637,2025-07,0,0.0
E01016642,2025-07,0,0.0
E01016643,2025-07,0,0.0
E01016646,2025-07,0,0.0
E01016648,2025-07,0,0.0
E01016651,2025-07,0,0.0
E01016653,2025-07,0,0.0
E01016658,2025-07,0,0.0
E01016659,2025-07,0,0.0
E01016661,2025-07,0,0.0
E01016672,2025-07,0,0.0
E01016674,2025-07,0,0.0
E01016679,2025-07,0,0.0
E01016686,2025-07,0,0.0
E01016687,2025-07,0,0.0
E01016690,2025-07,0,0.0
E01016694,2025-07,0,0.0
E01016699,2025-07,0,0.0
E01016702,2025-07,0,0.0
E01016703,2025-07,0,0.0
E01016704,2025-07,0,0.0
E01016705,2025-07,0,0.0
E01016709,2025-07,0,0.0
E01016711,2025-07,0,0.0
E01016714,2025-07,0,0.0
E01016715,2025-07,0,0.0
E01016718,2025-07,0,0.0
E01016719,2025-07,0,0.0
E01016721,2025-07,0,0.0
E01016725,2025-07,0,0.0
E01016726,2025-07,0,0.0
E01016728,2025-07,0,0.0
E01016729,2025-07,0,0.0
E01016732,2025-07,0,0.0
E01016736,2025-07,0,0.0
E01016737,2025-07,0,0.0
E01016742,2025-07,0,0.0
E01016743,2025-07,0,0.0
E01016744,2025-07,0,0.0
E01016746,2025-07,0,0.0
E01016753,2025-07,0,0.0
E01016757,2025-07,0,0.0
E01016759,2025-07,0,0.0
E01016760,2025-07,0,0.0
E01016762,2025-07,0,0.0
E01016765,2025-07,0,0.0
E01016766,2025-07,0,0.0
E01016767,2025-07,0,0.0
E01016768,2025-07,0,0.0
E01016771,2025-07,0,0.0
E01016772,2025-07,0,0.0
E01016775,2025-07,0,0.0
E01016778,2025-07,0,0.0
E01016780,2025-07,0,0.0
E01016781,2025-07,0,0.0
E01016783,2025-07,0,0.0
E01016784,2025-07,0,0.0
E01016789,2025-07,0,0.0
E01016800,2025-07,0,0.0
E01016801,2025-07,0,0.0
E01016804,2025-07,0,0.0
E01016806,2025-07,0,0.0
E01016809,2025-07,0,0.0
E01016810,2025-07,0,0.0
E01016811,2025-07,0,0.0
E01016813,2025-07,0,0.0
E01016814,2025-07,0,0.0
E01016815,2025-07,0,0.0
E01016816,2025-07,0,0.0
E01016820,2025-07,0,0.0
E01016821,2025-07,0,0.0
E01016822,2025-07,0,0.0
E01016823,2025-07,0,0.0
E01016824,2025-07,0,0.0
E01016827,2025-07,0,0.0
E01016828,2025-07,0,0.0
E01016829,2025-07,0,0.0
E01016831,2025-07,0,0.0
E01016835,2025-07,0,0.0
E01016837,2025-07,0,0.0
E01016839,2025-07,0,0.0
E01016840,2025-07,0,0.0
E01016841,2025-07,0,0.0
E01016842,2025-07,0,0.0
E01016843,2025-07,0,0.0
E01016846,2025-07,0,0.0
E01016848,2025-07,0,0.0
E01016850,2025-07,0,0.0
E01016855,2025-07,0,0.0
E01016857,2025-07,0,0.0
E01016858,2025-07,0,0.0
E01016859,2025-07,0,0.0
E01016861,2025-07,0,0.0
E01016862,2025-07,0,0.0
E01016866,2025-07,0,0.0
E01016869,2025-07,0,0.0
E01016871,2025-07,0,0.0
E01016872,2025-07,0,0.0
E01016873,2025-07,0,0.0
E01016874,2025-07,0,0.0
E01016875,2025-07,0,0.0
E01016876,2025-07,0,0.0
E01016879,2025-07,0,0.0
E01016883,2025-07,0,0.0
E01016886,2025-07,0,0.0
E01016887,2025-07,0,0.0
E01016894,2025-07,0,0.0
E01016895,2025-07,0,0.0
E01016896,2025-07,0,0.0
E01016897,2025-07,0,0.0
E01016898,2025-07,0,0.0
E01016899,2025-07,0,0.0
